Census Block Group,Geographic Area Name,Population,Deaths,Mortality Rate (Deaths/100000)
"480019507001","Block Group 1, Census Tract 9507, Anderson County, Texas",905,5,552.48618784530379
"480019508002","Block Group 2, Census Tract 9508, Anderson County, Texas",1288,5,388.19875776397515
"480019508004","Block Group 4, Census Tract 9508, Anderson County, Texas",822,5,608.272506082725
"480019509013","Block Group 3, Census Tract 9509.01, Anderson County, Texas",613,5,815.66068515497545
"480019510021","Block Group 1, Census Tract 9510.02, Anderson County, Texas",780,5,641.025641025641
"480019510023","Block Group 3, Census Tract 9510.02, Anderson County, Texas",644,5,776.3975155279503
"480019510024","Block Group 4, Census Tract 9510.02, Anderson County, Texas",739,5,676.58998646820032
"480019511002","Block Group 2, Census Tract 9511, Anderson County, Texas",817,5,611.9951040391677
"480039502003","Block Group 3, Census Tract 9502, Andrews County, Texas",2011,5,248.6325211337643
"480039502004","Block Group 4, Census Tract 9502, Andrews County, Texas",910,5,549.45054945054949
"480039502005","Block Group 5, Census Tract 9502, Andrews County, Texas",1105,5,452.48868778280547
"480039503003","Block Group 3, Census Tract 9503, Andrews County, Texas",696,5,718.39080459770116
"480050002012","Block Group 2, Census Tract 2.01, Angelina County, Texas",575,5,869.56521739130437
"480050003023","Block Group 3, Census Tract 3.02, Angelina County, Texas",958,5,521.92066805845513
"480050007001","Block Group 1, Census Tract 7, Angelina County, Texas",1154,5,433.27556325823224
"480050009021","Block Group 1, Census Tract 9.02, Angelina County, Texas",992,5,504.0322580645161
"480050009023","Block Group 3, Census Tract 9.02, Angelina County, Texas",824,5,606.79611650485435
"480050010013","Block Group 3, Census Tract 10.01, Angelina County, Texas",1093,5,457.45654162854532
"480050011023","Block Group 3, Census Tract 11.02, Angelina County, Texas",599,5,834.72454090150245
"480050012001","Block Group 1, Census Tract 12, Angelina County, Texas",477,5,1048.2180293501049
"480050012002","Block Group 2, Census Tract 12, Angelina County, Texas",886,5,564.33408577878106
"480050012003","Block Group 3, Census Tract 12, Angelina County, Texas",359,5,1392.7576601671308
"480050012004","Block Group 4, Census Tract 12, Angelina County, Texas",551,5,907.44101633393836
"480050012005","Block Group 5, Census Tract 12, Angelina County, Texas",321,5,1557.632398753894
"480050013003","Block Group 3, Census Tract 13, Angelina County, Texas",725,5,689.65517241379314
"480079501011","Block Group 1, Census Tract 9501.01, Aransas County, Texas",436,5,1146.7889908256882
"480079501031","Block Group 1, Census Tract 9501.03, Aransas County, Texas",469,5,1066.0980810234541
"480079502002","Block Group 2, Census Tract 9502, Aransas County, Texas",250,5,2000
"480079505022","Block Group 2, Census Tract 9505.02, Aransas County, Texas",701,5,713.26676176890157
"480079505032","Block Group 2, Census Tract 9505.03, Aransas County, Texas",481,5,1039.5010395010395
"480090201001","Block Group 1, Census Tract 201, Archer County, Texas",1567,5,319.08104658583284
"480090202003","Block Group 3, Census Tract 202, Archer County, Texas",776,5,644.32989690721649
"480090203002","Block Group 2, Census Tract 203, Archer County, Texas",679,5,736.37702503681885
"480090203003","Block Group 3, Census Tract 203, Archer County, Texas",632,5,791.1392405063292
"480090203004","Block Group 4, Census Tract 203, Archer County, Texas",634,5,788.64353312302831
"480119501001","Block Group 1, Census Tract 9501, Armstrong County, Texas",542,5,922.509225092251
"480139604012","Block Group 2, Census Tract 9604.01, Atascosa County, Texas",584,5,856.16438356164383
"480157601001","Block Group 1, Census Tract 7601, Austin County, Texas",1423,5,351.37034434293741
"480157601002","Block Group 2, Census Tract 7601, Austin County, Texas",1041,5,480.30739673390974
"480157605023","Block Group 3, Census Tract 7605.02, Austin County, Texas",1227,5,407.49796251018739
"480179501011","Block Group 1, Census Tract 9501.01, Bailey County, Texas",886,5,564.33408577878106
"480179501013","Block Group 3, Census Tract 9501.01, Bailey County, Texas",1139,5,438.98156277436351
"480179501021","Block Group 1, Census Tract 9501.02, Bailey County, Texas",1323,5,377.92894935752082
"480179501022","Block Group 2, Census Tract 9501.02, Bailey County, Texas",827,5,604.59492140266025
"480179501023","Block Group 3, Census Tract 9501.02, Bailey County, Texas",752,5,664.89361702127655
"480190001034","Block Group 4, Census Tract 1.03, Bandera County, Texas",613,5,815.66068515497545
"480190002001","Block Group 1, Census Tract 2, Bandera County, Texas",504,5,992.063492063492
"480190002003","Block Group 3, Census Tract 2, Bandera County, Texas",421,5,1187.648456057007
"480190002004","Block Group 4, Census Tract 2, Bandera County, Texas",441,5,1133.7868480725624
"480190003011","Block Group 1, Census Tract 3.01, Bandera County, Texas",756,5,661.37566137566137
"480190004003","Block Group 3, Census Tract 4, Bandera County, Texas",622,5,803.85852090032154
"480219501013","Block Group 3, Census Tract 9501.01, Bastrop County, Texas",910,5,549.45054945054949
"480219501023","Block Group 3, Census Tract 9501.02, Bastrop County, Texas",1338,5,373.69207772795215
"480219502013","Block Group 3, Census Tract 9502.01, Bastrop County, Texas",812,5,615.76354679802955
"480219502021","Block Group 1, Census Tract 9502.02, Bastrop County, Texas",865,5,578.03468208092488
"480219503023","Block Group 3, Census Tract 9503.02, Bastrop County, Texas",1238,5,403.87722132471731
"480219503032","Block Group 2, Census Tract 9503.03, Bastrop County, Texas",1173,5,426.25745950554136
"480219504021","Block Group 1, Census Tract 9504.02, Bastrop County, Texas",954,5,524.10901467505244
"480219504032","Block Group 2, Census Tract 9504.03, Bastrop County, Texas",860,5,581.39534883720933
"480219504033","Block Group 3, Census Tract 9504.03, Bastrop County, Texas",827,5,604.59492140266025
"480219505031","Block Group 1, Census Tract 9505.03, Bastrop County, Texas",878,5,569.47608200455579
"480219505041","Block Group 1, Census Tract 9505.04, Bastrop County, Texas",627,5,797.44816586921843
"480219506013","Block Group 3, Census Tract 9506.01, Bastrop County, Texas",1427,5,350.38542396636296
"480219508031","Block Group 1, Census Tract 9508.03, Bastrop County, Texas",1747,5,286.20492272467084
"480219508032","Block Group 2, Census Tract 9508.03, Bastrop County, Texas",1705,5,293.25513196480938
"480219508052","Block Group 2, Census Tract 9508.05, Bastrop County, Texas",3269,5,152.95197308045275
"480219508053","Block Group 3, Census Tract 9508.05, Bastrop County, Texas",957,5,522.466039707419
"480219508061","Block Group 1, Census Tract 9508.06, Bastrop County, Texas",1725,5,289.85507246376812
"480239503011","Block Group 1, Census Tract 9503.01, Baylor County, Texas",578,5,865.05190311418687
"480239503021","Block Group 1, Census Tract 9503.02, Baylor County, Texas",519,5,963.39113680154139
"480259501001","Block Group 1, Census Tract 9501, Bee County, Texas",682,5,733.13782991202345
"480259502011","Block Group 1, Census Tract 9502.01, Bee County, Texas",4413,5,113.30160888284614
"480259502013","Block Group 3, Census Tract 9502.01, Bee County, Texas",877,5,570.12542759407074
"480259502031","Block Group 1, Census Tract 9502.03, Bee County, Texas",640,5,781.25
"480259503002","Block Group 2, Census Tract 9503, Bee County, Texas",1121,5,446.03033006244425
"480259503004","Block Group 4, Census Tract 9503, Bee County, Texas",687,5,727.802037845706
"480259504002","Block Group 2, Census Tract 9504, Bee County, Texas",1002,5,499.001996007984
"480259505013","Block Group 3, Census Tract 9505.01, Bee County, Texas",646,5,773.99380804953557
"480270201011","Block Group 1, Census Tract 201.01, Bell County, Texas",982,5,509.16496945010186
"480270201023","Block Group 3, Census Tract 201.02, Bell County, Texas",1330,5,375.93984962406012
"480270202012","Block Group 2, Census Tract 202.01, Bell County, Texas",1110,5,450.45045045045043
"480270202032","Block Group 2, Census Tract 202.03, Bell County, Texas",810,5,617.283950617284
"480270203021","Block Group 1, Census Tract 203.02, Bell County, Texas",4100,5,121.95121951219512
"480270206001","Block Group 1, Census Tract 206, Bell County, Texas",713,5,701.2622720897615
"480270206003","Block Group 3, Census Tract 206, Bell County, Texas",610,5,819.672131147541
"480270207011","Block Group 1, Census Tract 207.01, Bell County, Texas",685,5,729.92700729927
"480270207012","Block Group 2, Census Tract 207.01, Bell County, Texas",753,5,664.01062416998673
"480270208002","Block Group 2, Census Tract 208, Bell County, Texas",779,5,641.84852374839545
"480270209003","Block Group 3, Census Tract 209, Bell County, Texas",1145,5,436.68122270742356
"480270210001","Block Group 1, Census Tract 210, Bell County, Texas",859,5,582.07217694994188
"480270210004","Block Group 4, Census Tract 210, Bell County, Texas",979,5,510.72522982635343
"480270211012","Block Group 2, Census Tract 211.01, Bell County, Texas",920,5,543.47826086956525
"480270211022","Block Group 2, Census Tract 211.02, Bell County, Texas",1067,5,468.60356138706652
"480270212011","Block Group 1, Census Tract 212.01, Bell County, Texas",1086,5,460.40515653775327
"480270212012","Block Group 2, Census Tract 212.01, Bell County, Texas",1087,5,459.98160073597052
"480270212031","Block Group 1, Census Tract 212.03, Bell County, Texas",778,5,642.67352185089976
"480270212034","Block Group 4, Census Tract 212.03, Bell County, Texas",618,5,809.06148867313914
"480270213042","Block Group 2, Census Tract 213.04, Bell County, Texas",960,5,520.83333333333326
"480270216012","Block Group 2, Census Tract 216.01, Bell County, Texas",775,5,645.16129032258061
"480270216013","Block Group 3, Census Tract 216.01, Bell County, Texas",1564,5,319.693094629156
"480270216021","Block Group 1, Census Tract 216.02, Bell County, Texas",2653,5,188.46588767433096
"480270217012","Block Group 2, Census Tract 217.01, Bell County, Texas",1174,5,425.89437819420783
"480270218022","Block Group 2, Census Tract 218.02, Bell County, Texas",1481,5,337.609723160027
"480270219011","Block Group 1, Census Tract 219.01, Bell County, Texas",723,5,691.56293222683257
"480270219051","Block Group 1, Census Tract 219.05, Bell County, Texas",2460,5,203.25203252032523
"480270219061","Block Group 1, Census Tract 219.06, Bell County, Texas",1812,5,275.93818984547465
"480270219062","Block Group 2, Census Tract 219.06, Bell County, Texas",3920,5,127.55102040816325
"480270219073","Block Group 3, Census Tract 219.07, Bell County, Texas",1050,5,476.19047619047626
"480270219082","Block Group 2, Census Tract 219.08, Bell County, Texas",1539,5,324.88628979857049
"480270220011","Block Group 1, Census Tract 220.01, Bell County, Texas",996,5,502.00803212851406
"480270220012","Block Group 2, Census Tract 220.01, Bell County, Texas",931,5,537.05692803437159
"480270220013","Block Group 3, Census Tract 220.01, Bell County, Texas",1405,5,355.87188612099641
"480270220022","Block Group 2, Census Tract 220.02, Bell County, Texas",1054,5,474.38330170777988
"480270221012","Block Group 2, Census Tract 221.01, Bell County, Texas",703,5,711.23755334281657
"480270221014","Block Group 4, Census Tract 221.01, Bell County, Texas",529,5,945.179584120983
"480270221042","Block Group 2, Census Tract 221.04, Bell County, Texas",926,5,539.9568034557235
"480270221044","Block Group 4, Census Tract 221.04, Bell County, Texas",1166,5,428.8164665523156
"480270221051","Block Group 1, Census Tract 221.05, Bell County, Texas",1028,5,486.38132295719845
"480270222002","Block Group 2, Census Tract 222, Bell County, Texas",1019,5,490.67713444553488
"480270223001","Block Group 1, Census Tract 223, Bell County, Texas",1029,5,485.90864917395533
"480270223003","Block Group 3, Census Tract 223, Bell County, Texas",955,5,523.56020942408384
"480270224021","Block Group 1, Census Tract 224.02, Bell County, Texas",1410,5,354.6099290780142
"480270224031","Block Group 1, Census Tract 224.03, Bell County, Texas",741,5,674.76383265856953
"480270224032","Block Group 2, Census Tract 224.03, Bell County, Texas",698,5,716.33237822349577
"480270224033","Block Group 3, Census Tract 224.03, Bell County, Texas",1053,5,474.83380816714146
"480270224034","Block Group 4, Census Tract 224.03, Bell County, Texas",2105,5,237.52969121140143
"480270224051","Block Group 1, Census Tract 224.05, Bell County, Texas",802,5,623.44139650872819
"480270224052","Block Group 2, Census Tract 224.05, Bell County, Texas",1381,5,362.05648081100651
"480270224061","Block Group 1, Census Tract 224.06, Bell County, Texas",1067,5,468.60356138706652
"480270224072","Block Group 2, Census Tract 224.07, Bell County, Texas",1431,5,349.40600978336829
"480270225011","Block Group 1, Census Tract 225.01, Bell County, Texas",884,5,565.61085972850674
"480270225012","Block Group 2, Census Tract 225.01, Bell County, Texas",945,5,529.10052910052912
"480270225031","Block Group 1, Census Tract 225.03, Bell County, Texas",2167,5,230.73373327180431
"480270225032","Block Group 2, Census Tract 225.03, Bell County, Texas",1657,5,301.75015087507541
"480270225033","Block Group 3, Census Tract 225.03, Bell County, Texas",1610,5,310.55900621118008
"480270225041","Block Group 1, Census Tract 225.04, Bell County, Texas",2080,5,240.38461538461539
"480270225042","Block Group 2, Census Tract 225.04, Bell County, Texas",3311,5,151.01177891875568
"480270225043","Block Group 3, Census Tract 225.04, Bell County, Texas",1885,5,265.25198938992042
"480270225044","Block Group 4, Census Tract 225.04, Bell County, Texas",1514,5,330.25099075297226
"480270226001","Block Group 1, Census Tract 226, Bell County, Texas",1089,5,459.1368227731864
"480270226002","Block Group 2, Census Tract 226, Bell County, Texas",704,5,710.22727272727275
"480270226004","Block Group 4, Census Tract 226, Bell County, Texas",747,5,669.34404283801871
"480270228011","Block Group 1, Census Tract 228.01, Bell County, Texas",770,5,649.35064935064941
"480270228012","Block Group 2, Census Tract 228.01, Bell County, Texas",655,5,763.35877862595419
"480270228013","Block Group 3, Census Tract 228.01, Bell County, Texas",1228,5,407.16612377850163
"480270229003","Block Group 3, Census Tract 229, Bell County, Texas",759,5,658.76152832674575
"480270230021","Block Group 1, Census Tract 230.02, Bell County, Texas",957,5,522.466039707419
"480270231031","Block Group 1, Census Tract 231.03, Bell County, Texas",782,5,639.386189258312
"480270231034","Block Group 4, Census Tract 231.03, Bell County, Texas",873,5,572.737686139748
"480270231091","Block Group 1, Census Tract 231.09, Bell County, Texas",2084,5,239.92322456813818
"480270231101","Block Group 1, Census Tract 231.10, Bell County, Texas",1153,5,433.65134431916738
"480270231102","Block Group 2, Census Tract 231.10, Bell County, Texas",1388,5,360.23054755043228
"480270231103","Block Group 3, Census Tract 231.10, Bell County, Texas",1291,5,387.29666924864449
"480270231111","Block Group 1, Census Tract 231.11, Bell County, Texas",1392,5,359.19540229885058
"480270231112","Block Group 2, Census Tract 231.11, Bell County, Texas",1743,5,286.86173264486519
"480270231113","Block Group 3, Census Tract 231.11, Bell County, Texas",2144,5,233.20895522388057
"480270231122","Block Group 2, Census Tract 231.12, Bell County, Texas",1513,5,330.46926635822871
"480270231123","Block Group 3, Census Tract 231.12, Bell County, Texas",1453,5,344.11562284927737
"480270231132","Block Group 2, Census Tract 231.13, Bell County, Texas",2301,5,217.29682746631897
"480270231151","Block Group 1, Census Tract 231.15, Bell County, Texas",2357,5,212.13406873143828
"480270231152","Block Group 2, Census Tract 231.15, Bell County, Texas",859,5,582.07217694994188
"480270231153","Block Group 3, Census Tract 231.15, Bell County, Texas",1472,5,339.67391304347825
"480270231162","Block Group 2, Census Tract 231.16, Bell County, Texas",1478,5,338.29499323410016
"480270231181","Block Group 1, Census Tract 231.18, Bell County, Texas",1353,5,369.54915003695493
"480270232021","Block Group 1, Census Tract 232.02, Bell County, Texas",1390,5,359.71223021582733
"480270232022","Block Group 2, Census Tract 232.02, Bell County, Texas",1149,5,435.16100957354217
"480270232023","Block Group 3, Census Tract 232.02, Bell County, Texas",2376,5,210.43771043771042
"480270232032","Block Group 2, Census Tract 232.03, Bell County, Texas",1005,5,497.51243781094524
"480270232033","Block Group 3, Census Tract 232.03, Bell County, Texas",885,5,564.9717514124294
"480270232042","Block Group 2, Census Tract 232.04, Bell County, Texas",2658,5,188.11136192626034
"480270234021","Block Group 1, Census Tract 234.02, Bell County, Texas",1312,5,381.09756097560972
"480270234042","Block Group 2, Census Tract 234.04, Bell County, Texas",930,5,537.63440860215053
"480270235001","Block Group 1, Census Tract 235, Bell County, Texas",811,5,616.52281134401971
"480270235002","Block Group 2, Census Tract 235, Bell County, Texas",847,5,590.318772136954
"480270235003","Block Group 3, Census Tract 235, Bell County, Texas",491,5,1018.3299389002037
"480291101002","Block Group 2, Census Tract 1101, Bexar County, Texas",1076,5,464.68401486988847
"480291101003","Block Group 3, Census Tract 1101, Bexar County, Texas",1278,5,391.23630672926447
"480291103001","Block Group 1, Census Tract 1103, Bexar County, Texas",1122,5,445.63279857397504
"480291103002","Block Group 2, Census Tract 1103, Bexar County, Texas",697,5,717.36011477761838
"480291103003","Block Group 3, Census Tract 1103, Bexar County, Texas",582,5,859.10652920962207
"480291110001","Block Group 1, Census Tract 1110, Bexar County, Texas",594,5,841.75084175084169
"480291110002","Block Group 2, Census Tract 1110, Bexar County, Texas",865,5,578.03468208092488
"480291110003","Block Group 3, Census Tract 1110, Bexar County, Texas",897,5,557.41360089186185
"480291111003","Block Group 3, Census Tract 1111, Bexar County, Texas",520,5,961.53846153846155
"480291111004","Block Group 4, Census Tract 1111, Bexar County, Texas",2192,5,228.10218978102188
"480291203011","Block Group 1, Census Tract 1203.01, Bexar County, Texas",1348,5,370.919881305638
"480291203022","Block Group 2, Census Tract 1203.02, Bexar County, Texas",945,5,529.10052910052912
"480291203023","Block Group 3, Census Tract 1203.02, Bexar County, Texas",658,5,759.87841945288756
"480291203024","Block Group 4, Census Tract 1203.02, Bexar County, Texas",774,5,645.99483204134367
"480291203025","Block Group 5, Census Tract 1203.02, Bexar County, Texas",850,5,588.23529411764707
"480291204011","Block Group 1, Census Tract 1204.01, Bexar County, Texas",960,5,520.83333333333326
"480291204012","Block Group 2, Census Tract 1204.01, Bexar County, Texas",720,5,694.44444444444446
"480291204021","Block Group 1, Census Tract 1204.02, Bexar County, Texas",1054,5,474.38330170777988
"480291204022","Block Group 2, Census Tract 1204.02, Bexar County, Texas",1139,5,438.98156277436351
"480291205023","Block Group 3, Census Tract 1205.02, Bexar County, Texas",707,5,707.21357850070717
"480291205024","Block Group 4, Census Tract 1205.02, Bexar County, Texas",641,5,780.03120124804991
"480291205026","Block Group 6, Census Tract 1205.02, Bexar County, Texas",1041,5,480.30739673390974
"480291205033","Block Group 3, Census Tract 1205.03, Bexar County, Texas",861,5,580.72009291521488
"480291206011","Block Group 1, Census Tract 1206.01, Bexar County, Texas",1039,5,481.2319538017324
"480291206012","Block Group 2, Census Tract 1206.01, Bexar County, Texas",877,5,570.12542759407074
"480291206013","Block Group 3, Census Tract 1206.01, Bexar County, Texas",803,5,622.66500622665
"480291206021","Block Group 1, Census Tract 1206.02, Bexar County, Texas",1214,5,411.86161449752882
"480291206022","Block Group 2, Census Tract 1206.02, Bexar County, Texas",1288,5,388.19875776397515
"480291206023","Block Group 3, Census Tract 1206.02, Bexar County, Texas",800,5,625
"480291206024","Block Group 4, Census Tract 1206.02, Bexar County, Texas",625,5,800
"480291207012","Block Group 2, Census Tract 1207.01, Bexar County, Texas",1326,5,377.07390648567122
"480291207015","Block Group 5, Census Tract 1207.01, Bexar County, Texas",942,5,530.78556263269638
"480291208002","Block Group 2, Census Tract 1208, Bexar County, Texas",955,5,523.56020942408384
"480291208003","Block Group 3, Census Tract 1208, Bexar County, Texas",845,5,591.71597633136093
"480291208004","Block Group 4, Census Tract 1208, Bexar County, Texas",741,5,674.76383265856953
"480291208005","Block Group 5, Census Tract 1208, Bexar County, Texas",812,5,615.76354679802955
"480291208006","Block Group 6, Census Tract 1208, Bexar County, Texas",1440,5,347.22222222222223
"480291209011","Block Group 1, Census Tract 1209.01, Bexar County, Texas",769,5,650.19505851755525
"480291210004","Block Group 4, Census Tract 1210, Bexar County, Texas",984,5,508.130081300813
"480291210005","Block Group 5, Census Tract 1210, Bexar County, Texas",608,5,822.36842105263156
"480291211101","Block Group 1, Census Tract 1211.10, Bexar County, Texas",2603,5,192.08605455243949
"480291211103","Block Group 3, Census Tract 1211.10, Bexar County, Texas",1228,5,407.16612377850163
"480291211162","Block Group 2, Census Tract 1211.16, Bexar County, Texas",614,5,814.33224755700326
"480291211163","Block Group 3, Census Tract 1211.16, Bexar County, Texas",1017,5,491.64208456243853
"480291211182","Block Group 2, Census Tract 1211.18, Bexar County, Texas",1787,5,279.79854504756577
"480291211222","Block Group 2, Census Tract 1211.22, Bexar County, Texas",1720,5,290.69767441860466
"480291211231","Block Group 1, Census Tract 1211.23, Bexar County, Texas",2027,5,246.66995559940798
"480291211242","Block Group 2, Census Tract 1211.24, Bexar County, Texas",1407,5,355.36602700781805
"480291212043","Block Group 3, Census Tract 1212.04, Bexar County, Texas",1474,5,339.21302578019
"480291212045","Block Group 5, Census Tract 1212.04, Bexar County, Texas",1775,5,281.69014084507046
"480291212052","Block Group 2, Census Tract 1212.05, Bexar County, Texas",1064,5,469.92481203007515
"480291214032","Block Group 2, Census Tract 1214.03, Bexar County, Texas",1108,5,451.26353790613717
"480291215043","Block Group 3, Census Tract 1215.04, Bexar County, Texas",1477,5,338.52403520649966
"480291216011","Block Group 1, Census Tract 1216.01, Bexar County, Texas",1411,5,354.35861091424522
"480291216012","Block Group 2, Census Tract 1216.01, Bexar County, Texas",1191,5,419.81528127623847
"480291216014","Block Group 4, Census Tract 1216.01, Bexar County, Texas",895,5,558.659217877095
"480291216043","Block Group 3, Census Tract 1216.04, Bexar County, Texas",736,5,679.3478260869565
"480291216044","Block Group 4, Census Tract 1216.04, Bexar County, Texas",2400,5,208.33333333333334
"480291216061","Block Group 1, Census Tract 1216.06, Bexar County, Texas",808,5,618.81188118811883
"480291216063","Block Group 3, Census Tract 1216.06, Bexar County, Texas",1224,5,408.49673202614383
"480291217014","Block Group 4, Census Tract 1217.01, Bexar County, Texas",1045,5,478.46889952153106
"480291218081","Block Group 1, Census Tract 1218.08, Bexar County, Texas",729,5,685.87105624142657
"480291218101","Block Group 1, Census Tract 1218.10, Bexar County, Texas",2908,5,171.93947730398898
"480291218102","Block Group 2, Census Tract 1218.10, Bexar County, Texas",1414,5,353.60678925035359
"480291218112","Block Group 2, Census Tract 1218.11, Bexar County, Texas",1038,5,481.6955684007707
"480291218121","Block Group 1, Census Tract 1218.12, Bexar County, Texas",1564,5,319.693094629156
"480291218123","Block Group 3, Census Tract 1218.12, Bexar County, Texas",895,5,558.659217877095
"480291218124","Block Group 4, Census Tract 1218.12, Bexar County, Texas",645,5,775.19379844961236
"480291219042","Block Group 2, Census Tract 1219.04, Bexar County, Texas",2474,5,202.10185933710591
"480291219052","Block Group 2, Census Tract 1219.05, Bexar County, Texas",1741,5,287.19126938541069
"480291219123","Block Group 3, Census Tract 1219.12, Bexar County, Texas",2213,5,225.93764121102575
"480291302002","Block Group 2, Census Tract 1302, Bexar County, Texas",860,5,581.39534883720933
"480291303003","Block Group 3, Census Tract 1303, Bexar County, Texas",621,5,805.15297906602245
"480291303004","Block Group 4, Census Tract 1303, Bexar County, Texas",860,5,581.39534883720933
"480291304011","Block Group 1, Census Tract 1304.01, Bexar County, Texas",894,5,559.28411633109624
"480291304012","Block Group 2, Census Tract 1304.01, Bexar County, Texas",922,5,542.29934924078088
"480291305001","Block Group 1, Census Tract 1305, Bexar County, Texas",665,5,751.87969924812023
"480291305002","Block Group 2, Census Tract 1305, Bexar County, Texas",733,5,682.12824010914051
"480291305004","Block Group 4, Census Tract 1305, Bexar County, Texas",637,5,784.92935635792776
"480291311002","Block Group 2, Census Tract 1311, Bexar County, Texas",760,5,657.8947368421052
"480291315042","Block Group 2, Census Tract 1315.04, Bexar County, Texas",995,5,502.51256281407035
"480291315052","Block Group 2, Census Tract 1315.05, Bexar County, Texas",1719,5,290.86678301337986
"480291315072","Block Group 2, Census Tract 1315.07, Bexar County, Texas",671,5,745.156482861401
"480291316102","Block Group 2, Census Tract 1316.10, Bexar County, Texas",2305,5,216.91973969631238
"480291316121","Block Group 1, Census Tract 1316.12, Bexar County, Texas",2306,5,216.82567215958369
"480291316142","Block Group 2, Census Tract 1316.14, Bexar County, Texas",937,5,533.61792956243335
"480291318012","Block Group 2, Census Tract 1318.01, Bexar County, Texas",856,5,584.1121495327103
"480291401001","Block Group 1, Census Tract 1401, Bexar County, Texas",535,5,934.57943925233633
"480291401002","Block Group 2, Census Tract 1401, Bexar County, Texas",789,5,633.7135614702155
"480291402001","Block Group 1, Census Tract 1402, Bexar County, Texas",790,5,632.91139240506322
"480291402002","Block Group 2, Census Tract 1402, Bexar County, Texas",481,5,1039.5010395010395
"480291402003","Block Group 3, Census Tract 1402, Bexar County, Texas",705,5,709.21985815602841
"480291402004","Block Group 4, Census Tract 1402, Bexar County, Texas",429,5,1165.5011655011656
"480291403003","Block Group 3, Census Tract 1403, Bexar County, Texas",684,5,730.9941520467836
"480291404001","Block Group 1, Census Tract 1404, Bexar County, Texas",828,5,603.864734299517
"480291404004","Block Group 4, Census Tract 1404, Bexar County, Texas",616,5,811.68831168831161
"480291405001","Block Group 1, Census Tract 1405, Bexar County, Texas",787,5,635.3240152477764
"480291405003","Block Group 3, Census Tract 1405, Bexar County, Texas",1144,5,437.06293706293707
"480291405004","Block Group 4, Census Tract 1405, Bexar County, Texas",757,5,660.50198150594451
"480291407001","Block Group 1, Census Tract 1407, Bexar County, Texas",961,5,520.29136316337144
"480291407002","Block Group 2, Census Tract 1407, Bexar County, Texas",881,5,567.53688989784337
"480291407004","Block Group 4, Census Tract 1407, Bexar County, Texas",917,5,545.25627044711018
"480291408003","Block Group 3, Census Tract 1408, Bexar County, Texas",660,5,757.57575757575762
"480291410001","Block Group 1, Census Tract 1410, Bexar County, Texas",730,5,684.931506849315
"480291411012","Block Group 2, Census Tract 1411.01, Bexar County, Texas",1249,5,400.32025620496393
"480291411022","Block Group 2, Census Tract 1411.02, Bexar County, Texas",730,5,684.931506849315
"480291412004","Block Group 4, Census Tract 1412, Bexar County, Texas",821,5,609.0133982947624
"480291414022","Block Group 2, Census Tract 1414.02, Bexar County, Texas",1680,5,297.61904761904759
"480291503001","Block Group 1, Census Tract 1503, Bexar County, Texas",884,5,565.61085972850674
"480291504001","Block Group 1, Census Tract 1504, Bexar County, Texas",855,5,584.79532163742692
"480291505011","Block Group 1, Census Tract 1505.01, Bexar County, Texas",644,5,776.3975155279503
"480291507003","Block Group 3, Census Tract 1507, Bexar County, Texas",896,5,558.03571428571433
"480291507006","Block Group 6, Census Tract 1507, Bexar County, Texas",638,5,783.69905956112848
"480291508002","Block Group 2, Census Tract 1508, Bexar County, Texas",515,5,970.87378640776694
"480291508003","Block Group 3, Census Tract 1508, Bexar County, Texas",872,5,573.39449541284409
"480291509002","Block Group 2, Census Tract 1509, Bexar County, Texas",752,5,664.89361702127655
"480291510001","Block Group 1, Census Tract 1510, Bexar County, Texas",754,5,663.12997347480109
"480291511001","Block Group 1, Census Tract 1511, Bexar County, Texas",1082,5,462.10720887245844
"480291513011","Block Group 1, Census Tract 1513.01, Bexar County, Texas",780,5,641.025641025641
"480291513012","Block Group 2, Census Tract 1513.01, Bexar County, Texas",987,5,506.5856129685917
"480291514001","Block Group 1, Census Tract 1514, Bexar County, Texas",1185,5,421.94092827004215
"480291514002","Block Group 2, Census Tract 1514, Bexar County, Texas",1059,5,472.14353163361659
"480291515001","Block Group 1, Census Tract 1515, Bexar County, Texas",571,5,875.65674255691772
"480291515002","Block Group 2, Census Tract 1515, Bexar County, Texas",1077,5,464.25255338904361
"480291516004","Block Group 4, Census Tract 1516, Bexar County, Texas",962,5,519.75051975051974
"480291517004","Block Group 4, Census Tract 1517, Bexar County, Texas",954,5,524.10901467505244
"480291517005","Block Group 5, Census Tract 1517, Bexar County, Texas",1244,5,401.92926045016077
"480291521003","Block Group 3, Census Tract 1521, Bexar County, Texas",1088,5,459.55882352941177
"480291522014","Block Group 4, Census Tract 1522.01, Bexar County, Texas",1136,5,440.14084507042253
"480291602001","Block Group 1, Census Tract 1602, Bexar County, Texas",840,5,595.23809523809518
"480291603003","Block Group 3, Census Tract 1603, Bexar County, Texas",944,5,529.66101694915255
"480291607021","Block Group 1, Census Tract 1607.02, Bexar County, Texas",987,5,506.5856129685917
"480291611003","Block Group 3, Census Tract 1611, Bexar County, Texas",702,5,712.25071225071224
"480291611006","Block Group 6, Census Tract 1611, Bexar County, Texas",745,5,671.14093959731542
"480291614001","Block Group 1, Census Tract 1614, Bexar County, Texas",9755,5,51.255766273705788
"480291615041","Block Group 1, Census Tract 1615.04, Bexar County, Texas",1938,5,257.99793601651186
